"MTU","AREA","Day ahead total load forecast (MW)","Actual total load (MW)"
"03/01/2024 23:45:00 - 04/01/2024 00:00:00","Germany (DE)","48025.52","47740.54"
"04/01/2024 00:00:00 - 04/01/2024 00:15:00","Germany (DE)","46522.83","47357.97"
"04/01/2024 00:15:00 - 04/01/2024 00:30:00","Germany (DE)","45595.89","46602.84"
"04/01/2024 00:30:00 - 04/01/2024 00:45:00","Germany (DE)","45082.67","46075.29"
"04/01/2024 00:45:00 - 04/01/2024 01:00:00","Germany (DE)","44446.51","45427.53"
"04/01/2024 01:00:00 - 04/01/2024 01:15:00","Germany (DE)","43709.71","45343.45"
"04/01/2024 01:15:00 - 04/01/2024 01:30:00","Germany (DE)","43549.46","45077.87"
"04/01/2024 01:30:00 - 04/01/2024 01:45:00","Germany (DE)","43455.39","45598.30"
"04/01/2024 01:45:00 - 04/01/2024 02:00:00","Germany (DE)","43017.89","45094.34"
"04/01/2024 02:00:00 - 04/01/2024 02:15:00","Germany (DE)","42935.18","44615.66"
"04/01/2024 02:15:00 - 04/01/2024 02:30:00","Germany (DE)","42506.14","44651.32"
"04/01/2024 02:30:00 - 04/01/2024 02:45:00","Germany (DE)","42642.89","44645.58"
"04/01/2024 02:45:00 - 04/01/2024 03:00:00","Germany (DE)","42651.61","44656.66"
"04/01/2024 03:00:00 - 04/01/2024 03:15:00","Germany (DE)","42975.80","44896.61"
"04/01/2024 03:15:00 - 04/01/2024 03:30:00","Germany (DE)","42909.71","44834.24"
"04/01/2024 03:30:00 - 04/01/2024 03:45:00","Germany (DE)","43054.59","45025.64"
"04/01/2024 03:45:00 - 04/01/2024 04:00:00","Germany (DE)","43495.96","45352.07"
"04/01/2024 04:00:00 - 04/01/2024 04:15:00","Germany (DE)","44014.24","45492.00"
"04/01/2024 04:15:00 - 04/01/2024 04:30:00","Germany (DE)","44218.01","46074.02"
"04/01/2024 04:30:00 - 04/01/2024 04:45:00","Germany (DE)","44948.24","46585.47"
"04/01/2024 04:45:00 - 04/01/2024 05:00:00","Germany (DE)","45853.88","46967.58"
"04/01/2024 05:00:00 - 04/01/2024 05:15:00","Germany (DE)","47037.18","47994.60"
"04/01/2024 05:15:00 - 04/01/2024 05:30:00","Germany (DE)","47854.97","48345.90"
"04/01/2024 05:30:00 - 04/01/2024 05:45:00","Germany (DE)","48914.17","48818.55"
"04/01/2024 05:45:00 - 04/01/2024 06:00:00","Germany (DE)","50023.83","49845.62"
"04/01/2024 06:00:00 - 04/01/2024 06:15:00","Germany (DE)","52385.30","51695.57"
"04/01/2024 06:15:00 - 04/01/2024 06:30:00","Germany (DE)","54104.32","53442.04"
"04/01/2024 06:30:00 - 04/01/2024 06:45:00","Germany (DE)","55069.52","54130.26"
"04/01/2024 06:45:00 - 04/01/2024 07:00:00","Germany (DE)","56296.61","55467.95"
"04/01/2024 07:00:00 - 04/01/2024 07:15:00","Germany (DE)","57482.12","57328.86"
"04/01/2024 07:15:00 - 04/01/2024 07:30:00","Germany (DE)","58251.08","58888.50"
"04/01/2024 07:30:00 - 04/01/2024 07:45:00","Germany (DE)","59146.21","59826.56"
"04/01/2024 07:45:00 - 04/01/2024 08:00:00","Germany (DE)","59647.22","61169.45"
"04/01/2024 08:00:00 - 04/01/2024 08:15:00","Germany (DE)","60181.66","62510.89"
"04/01/2024 08:15:00 - 04/01/2024 08:30:00","Germany (DE)","60750.34","62867.30"
"04/01/2024 08:30:00 - 04/01/2024 08:45:00","Germany (DE)","61330.85","63328.31"
"04/01/2024 08:45:00 - 04/01/2024 09:00:00","Germany (DE)","61524.93","63083.28"
"04/01/2024 09:00:00 - 04/01/2024 09:15:00","Germany (DE)","61789.48","63583.63"
"04/01/2024 09:15:00 - 04/01/2024 09:30:00","Germany (DE)","62221.10","64102.17"
"04/01/2024 09:30:00 - 04/01/2024 09:45:00","Germany (DE)","62854.07","64586.34"
"04/01/2024 09:45:00 - 04/01/2024 10:00:00","Germany (DE)","63060.74","64747.52"
"04/01/2024 10:00:00 - 04/01/2024 10:15:00","Germany (DE)","63368.15","65031.29"
"04/01/2024 10:15:00 - 04/01/2024 10:30:00","Germany (DE)","63361.59","65233.99"
"04/01/2024 10:30:00 - 04/01/2024 10:45:00","Germany (DE)","63667.55","65564.20"
"04/01/2024 10:45:00 - 04/01/2024 11:00:00","Germany (DE)","63783.23","65630.53"
"04/01/2024 11:00:00 - 04/01/2024 11:15:00","Germany (DE)","64254.82","65424.03"
"04/01/2024 11:15:00 - 04/01/2024 11:30:00","Germany (DE)","64442.50","65534.07"
"04/01/2024 11:30:00 - 04/01/2024 11:45:00","Germany (DE)","64491.33","65700.66"
"04/01/2024 11:45:00 - 04/01/2024 12:00:00","Germany (DE)","64449.89","65560.05"
"04/01/2024 12:00:00 - 04/01/2024 12:15:00","Germany (DE)","64509.19","65674.17"
"04/01/2024 12:15:00 - 04/01/2024 12:30:00","Germany (DE)","64337.45","65739.31"
"04/01/2024 12:30:00 - 04/01/2024 12:45:00","Germany (DE)","64293.07","65559.18"
"04/01/2024 12:45:00 - 04/01/2024 13:00:00","Germany (DE)","64247.35","65405.50"
"04/01/2024 13:00:00 - 04/01/2024 13:15:00","Germany (DE)","64187.70","65829.24"
"04/01/2024 13:15:00 - 04/01/2024 13:30:00","Germany (DE)","63874.38","65060.13"
"04/01/2024 13:30:00 - 04/01/2024 13:45:00","Germany (DE)","63336.07","64196.52"
"04/01/2024 13:45:00 - 04/01/2024 14:00:00","Germany (DE)","62697.61","63804.64"
"04/01/2024 14:00:00 - 04/01/2024 14:15:00","Germany (DE)","62163.50","64262.30"
"04/01/2024 14:15:00 - 04/01/2024 14:30:00","Germany (DE)","62141.34","63815.25"
"04/01/2024 14:30:00 - 04/01/2024 14:45:00","Germany (DE)","62012.44","63529.51"
"04/01/2024 14:45:00 - 04/01/2024 15:00:00","Germany (DE)","61569.11","63253.01"
"04/01/2024 15:00:00 - 04/01/2024 15:15:00","Germany (DE)","61815.23","63543.35"
"04/01/2024 15:15:00 - 04/01/2024 15:30:00","Germany (DE)","61642.12","63105.57"
"04/01/2024 15:30:00 - 04/01/2024 15:45:00","Germany (DE)","61540.78","62898.82"
"04/01/2024 15:45:00 - 04/01/2024 16:00:00","Germany (DE)","61406.85","62591.57"
"04/01/2024 16:00:00 - 04/01/2024 16:15:00","Germany (DE)","61626.58","63231.30"
"04/01/2024 16:15:00 - 04/01/2024 16:30:00","Germany (DE)","61662.98","63440.47"
"04/01/2024 16:30:00 - 04/01/2024 16:45:00","Germany (DE)","62021.18","64172.64"
"04/01/2024 16:45:00 - 04/01/2024 17:00:00","Germany (DE)","62085.48","64466.26"
"04/01/2024 17:00:00 - 04/01/2024 17:15:00","Germany (DE)","62695.73","65436.52"
"04/01/2024 17:15:00 - 04/01/2024 17:30:00","Germany (DE)","63569.08","65688.36"
"04/01/2024 17:30:00 - 04/01/2024 17:45:00","Germany (DE)","63549.88","65821.03"
"04/01/2024 17:45:00 - 04/01/2024 18:00:00","Germany (DE)","64453.48","65872.35"
"04/01/2024 18:00:00 - 04/01/2024 18:15:00","Germany (DE)","64608.77","65334.20"
"04/01/2024 18:15:00 - 04/01/2024 18:30:00","Germany (DE)","64558.86","64952.50"
"04/01/2024 18:30:00 - 04/01/2024 18:45:00","Germany (DE)","64479.35","64739.50"
"04/01/2024 18:45:00 - 04/01/2024 19:00:00","Germany (DE)","63981.71","64332.28"
"04/01/2024 19:00:00 - 04/01/2024 19:15:00","Germany (DE)","63788.38","64255.09"
"04/01/2024 19:15:00 - 04/01/2024 19:30:00","Germany (DE)","63028.63","63777.94"
"04/01/2024 19:30:00 - 04/01/2024 19:45:00","Germany (DE)","62451.54","63182.32"
"04/01/2024 19:45:00 - 04/01/2024 20:00:00","Germany (DE)","62203.89","62235.63"
"04/01/2024 20:00:00 - 04/01/2024 20:15:00","Germany (DE)","61349.60","60861.84"
"04/01/2024 20:15:00 - 04/01/2024 20:30:00","Germany (DE)","60187.01","59932.92"
"04/01/2024 20:30:00 - 04/01/2024 20:45:00","Germany (DE)","59487.13","59444.61"
"04/01/2024 20:45:00 - 04/01/2024 21:00:00","Germany (DE)","58398.81","58422.09"
"04/01/2024 21:00:00 - 04/01/2024 21:15:00","Germany (DE)","57471.40","57488.41"
"04/01/2024 21:15:00 - 04/01/2024 21:30:00","Germany (DE)","56856.81","56912.35"
"04/01/2024 21:30:00 - 04/01/2024 21:45:00","Germany (DE)","55997.09","55947.62"
"04/01/2024 21:45:00 - 04/01/2024 22:00:00","Germany (DE)","55159.10","55370.86"
"04/01/2024 22:00:00 - 04/01/2024 22:15:00","Germany (DE)","54426.56","54670.84"
"04/01/2024 22:15:00 - 04/01/2024 22:30:00","Germany (DE)","53615.01","53869.47"
"04/01/2024 22:30:00 - 04/01/2024 22:45:00","Germany (DE)","52843.13","53027.75"
"04/01/2024 22:45:00 - 04/01/2024 23:00:00","Germany (DE)","51715.12","52307.17"
"04/01/2024 23:00:00 - 04/01/2024 23:15:00","Germany (DE)","50380.80","51159.96"
"04/01/2024 23:15:00 - 04/01/2024 23:30:00","Germany (DE)","49475.59","50378.64"
"04/01/2024 23:30:00 - 04/01/2024 23:45:00","Germany (DE)","48884.32","49913.52"
"04/01/2024 23:45:00 - 05/01/2024 00:00:00","Germany (DE)","48206.86","48878.99"
"05/01/2024 00:00:00 - 05/01/2024 00:15:00","Germany (DE)","48064.83","47712.70"
"05/01/2024 00:15:00 - 05/01/2024 00:30:00","Germany (DE)","48087.92","46902.06"
"05/01/2024 00:30:00 - 05/01/2024 00:45:00","Germany (DE)","47482.28","46707.09"
"05/01/2024 00:45:00 - 05/01/2024 01:00:00","Germany (DE)","47017.54","46209.29"
"05/01/2024 01:00:00 - 05/01/2024 01:15:00","Germany (DE)","45822.65","45956.09"
"05/01/2024 01:15:00 - 05/01/2024 01:30:00","Germany (DE)","45553.85","45369.52"
"05/01/2024 01:30:00 - 05/01/2024 01:45:00","Germany (DE)","44353.25","45018.39"
"05/01/2024 01:45:00 - 05/01/2024 02:00:00","Germany (DE)","44613.24","44623.55"
"05/01/2024 02:00:00 - 05/01/2024 02:15:00","Germany (DE)","45397.33","44198.33"
"05/01/2024 02:15:00 - 05/01/2024 02:30:00","Germany (DE)","43965.18","44106.96"
"05/01/2024 02:30:00 - 05/01/2024 02:45:00","Germany (DE)","44125.47","43918.96"
"05/01/2024 02:45:00 - 05/01/2024 03:00:00","Germany (DE)","45175.48","44236.66"
"05/01/2024 03:00:00 - 05/01/2024 03:15:00","Germany (DE)","45014.59","44427.79"
"05/01/2024 03:15:00 - 05/01/2024 03:30:00","Germany (DE)","44754.71","44360.14"
"05/01/2024 03:30:00 - 05/01/2024 03:45:00","Germany (DE)","44695.54","44314.04"
"05/01/2024 03:45:00 - 05/01/2024 04:00:00","Germany (DE)","45606.20","44485.70"
"05/01/2024 04:00:00 - 05/01/2024 04:15:00","Germany (DE)","46278.01","45082.08"
"05/01/2024 04:15:00 - 05/01/2024 04:30:00","Germany (DE)","46421.58","45541.04"
"05/01/2024 04:30:00 - 05/01/2024 04:45:00","Germany (DE)","46832.40","45769.14"
"05/01/2024 04:45:00 - 05/01/2024 05:00:00","Germany (DE)","45012.43","46296.55"
"05/01/2024 05:00:00 - 05/01/2024 05:15:00","Germany (DE)","45953.85","47319.05"
"05/01/2024 05:15:00 - 05/01/2024 05:30:00","Germany (DE)","46722.28","47872.00"
"05/01/2024 05:30:00 - 05/01/2024 05:45:00","Germany (DE)","47604.23","48182.45"
"05/01/2024 05:45:00 - 05/01/2024 06:00:00","Germany (DE)","49209.26","49057.58"
"05/01/2024 06:00:00 - 05/01/2024 06:15:00","Germany (DE)","51459.41","51002.23"
"05/01/2024 06:15:00 - 05/01/2024 06:30:00","Germany (DE)","52985.71","52346.91"
"05/01/2024 06:30:00 - 05/01/2024 06:45:00","Germany (DE)","54104.57","53472.61"
"05/01/2024 06:45:00 - 05/01/2024 07:00:00","Germany (DE)","55267.06","54489.96"
"05/01/2024 07:00:00 - 05/01/2024 07:15:00","Germany (DE)","56721.17","56157.12"
"05/01/2024 07:15:00 - 05/01/2024 07:30:00","Germany (DE)","57598.99","57767.18"
"05/01/2024 07:30:00 - 05/01/2024 07:45:00","Germany (DE)","58302.88","58909.76"
"05/01/2024 07:45:00 - 05/01/2024 08:00:00","Germany (DE)","59075.50","59981.70"
"05/01/2024 08:00:00 - 05/01/2024 08:15:00","Germany (DE)","59830.72","60855.35"
"05/01/2024 08:15:00 - 05/01/2024 08:30:00","Germany (DE)","60344.60","61486.21"
"05/01/2024 08:30:00 - 05/01/2024 08:45:00","Germany (DE)","60920.42","62097.35"
"05/01/2024 08:45:00 - 05/01/2024 09:00:00","Germany (DE)","61101.66","62164.44"
"05/01/2024 09:00:00 - 05/01/2024 09:15:00","Germany (DE)","61278.64","62561.18"
"05/01/2024 09:15:00 - 05/01/2024 09:30:00","Germany (DE)","61917.55","63147.09"
"05/01/2024 09:30:00 - 05/01/2024 09:45:00","Germany (DE)","62185.16","63398.70"
"05/01/2024 09:45:00 - 05/01/2024 10:00:00","Germany (DE)","62302.83","63840.51"
"05/01/2024 10:00:00 - 05/01/2024 10:15:00","Germany (DE)","62389.38","63834.29"
"05/01/2024 10:15:00 - 05/01/2024 10:30:00","Germany (DE)","62309.12","63898.05"
"05/01/2024 10:30:00 - 05/01/2024 10:45:00","Germany (DE)","62626.30","64092.90"
"05/01/2024 10:45:00 - 05/01/2024 11:00:00","Germany (DE)","62714.51","64263.24"
"05/01/2024 11:00:00 - 05/01/2024 11:15:00","Germany (DE)","63185.82","64647.65"
"05/01/2024 11:15:00 - 05/01/2024 11:30:00","Germany (DE)","63055.16","64816.06"
"05/01/2024 11:30:00 - 05/01/2024 11:45:00","Germany (DE)","62972.33","64798.87"
"05/01/2024 11:45:00 - 05/01/2024 12:00:00","Germany (DE)","62691.74","64837.39"
"05/01/2024 12:00:00 - 05/01/2024 12:15:00","Germany (DE)","62553.72","64553.15"
"05/01/2024 12:15:00 - 05/01/2024 12:30:00","Germany (DE)","62179.66","64491.00"
"05/01/2024 12:30:00 - 05/01/2024 12:45:00","Germany (DE)","62314.32","64525.85"
"05/01/2024 12:45:00 - 05/01/2024 13:00:00","Germany (DE)","62018.20","64467.20"
"05/01/2024 13:00:00 - 05/01/2024 13:15:00","Germany (DE)","61911.05","63812.76"
"05/01/2024 13:15:00 - 05/01/2024 13:30:00","Germany (DE)","61887.04","63481.20"
"05/01/2024 13:30:00 - 05/01/2024 13:45:00","Germany (DE)","61480.19","63161.69"
"05/01/2024 13:45:00 - 05/01/2024 14:00:00","Germany (DE)","60604.11","62392.10"
"05/01/2024 14:00:00 - 05/01/2024 14:15:00","Germany (DE)","60525.81","62447.46"
"05/01/2024 14:15:00 - 05/01/2024 14:30:00","Germany (DE)","60309.06","62170.71"
"05/01/2024 14:30:00 - 05/01/2024 14:45:00","Germany (DE)","60287.23","62157.09"
"05/01/2024 14:45:00 - 05/01/2024 15:00:00","Germany (DE)","60082.06","61820.32"
"05/01/2024 15:00:00 - 05/01/2024 15:15:00","Germany (DE)","60345.86","61621.52"
"05/01/2024 15:15:00 - 05/01/2024 15:30:00","Germany (DE)","59841.01","61563.38"
"05/01/2024 15:30:00 - 05/01/2024 15:45:00","Germany (DE)","59499.42","61659.67"
"05/01/2024 15:45:00 - 05/01/2024 16:00:00","Germany (DE)","59700.93","61974.30"
"05/01/2024 16:00:00 - 05/01/2024 16:15:00","Germany (DE)","60292.60","62103.20"
"05/01/2024 16:15:00 - 05/01/2024 16:30:00","Germany (DE)","60322.46","62253.57"
"05/01/2024 16:30:00 - 05/01/2024 16:45:00","Germany (DE)","60160.75","63005.01"
"05/01/2024 16:45:00 - 05/01/2024 17:00:00","Germany (DE)","60988.33","63787.14"
"05/01/2024 17:00:00 - 05/01/2024 17:15:00","Germany (DE)","61805.76","64758.91"
"05/01/2024 17:15:00 - 05/01/2024 17:30:00","Germany (DE)","62085.80","64922.40"
"05/01/2024 17:30:00 - 05/01/2024 17:45:00","Germany (DE)","62887.61","65196.74"
"05/01/2024 17:45:00 - 05/01/2024 18:00:00","Germany (DE)","62900.71","65500.91"
"05/01/2024 18:00:00 - 05/01/2024 18:15:00","Germany (DE)","63206.26","65288.44"
"05/01/2024 18:15:00 - 05/01/2024 18:30:00","Germany (DE)","62989.01","65174.49"
"05/01/2024 18:30:00 - 05/01/2024 18:45:00","Germany (DE)","63036.83","65114.37"
"05/01/2024 18:45:00 - 05/01/2024 19:00:00","Germany (DE)","62817.83","64413.69"
"05/01/2024 19:00:00 - 05/01/2024 19:15:00","Germany (DE)","62559.70","64139.52"
"05/01/2024 19:15:00 - 05/01/2024 19:30:00","Germany (DE)","61581.07","63336.96"
"05/01/2024 19:30:00 - 05/01/2024 19:45:00","Germany (DE)","61313.99","62767.87"
"05/01/2024 19:45:00 - 05/01/2024 20:00:00","Germany (DE)","60931.57","62013.13"
"05/01/2024 20:00:00 - 05/01/2024 20:15:00","Germany (DE)","59927.51","60863.93"
"05/01/2024 20:15:00 - 05/01/2024 20:30:00","Germany (DE)","58980.00","59928.63"
"05/01/2024 20:30:00 - 05/01/2024 20:45:00","Germany (DE)","58060.05","58946.15"
"05/01/2024 20:45:00 - 05/01/2024 21:00:00","Germany (DE)","57528.82","58133.61"
"05/01/2024 21:00:00 - 05/01/2024 21:15:00","Germany (DE)","56112.72","57543.30"
"05/01/2024 21:15:00 - 05/01/2024 21:30:00","Germany (DE)","55274.14","56861.61"
"05/01/2024 21:30:00 - 05/01/2024 21:45:00","Germany (DE)","54635.82","55997.59"
"05/01/2024 21:45:00 - 05/01/2024 22:00:00","Germany (DE)","53920.78","55069.76"
"05/01/2024 22:00:00 - 05/01/2024 22:15:00","Germany (DE)","53315.14","54959.67"
"05/01/2024 22:15:00 - 05/01/2024 22:30:00","Germany (DE)","52870.25","54222.83"
"05/01/2024 22:30:00 - 05/01/2024 22:45:00","Germany (DE)","52194.14","53757.86"
"05/01/2024 22:45:00 - 05/01/2024 23:00:00","Germany (DE)","51216.87","52472.99"
"05/01/2024 23:00:00 - 05/01/2024 23:15:00","Germany (DE)","50052.86","51565.09"
"05/01/2024 23:15:00 - 05/01/2024 23:30:00","Germany (DE)","49257.65","50601.91"
"05/01/2024 23:30:00 - 05/01/2024 23:45:00","Germany (DE)","48084.50","50019.65"
"05/01/2024 23:45:00 - 06/01/2024 00:00:00","Germany (DE)","47725.15","49476.74"
"06/01/2024 00:00:00 - 06/01/2024 00:15:00","Germany (DE)","46476.83","48597.17"
"06/01/2024 00:15:00 - 06/01/2024 00:30:00","Germany (DE)","45481.48","47747.17"
"06/01/2024 00:30:00 - 06/01/2024 00:45:00","Germany (DE)","44286.90","47221.34"
"06/01/2024 00:45:00 - 06/01/2024 01:00:00","Germany (DE)","44557.00","46666.90"
"06/01/2024 01:00:00 - 06/01/2024 01:15:00","Germany (DE)","44018.84","46022.07"
"06/01/2024 01:15:00 - 06/01/2024 01:30:00","Germany (DE)","43728.46","45798.26"
"06/01/2024 01:30:00 - 06/01/2024 01:45:00","Germany (DE)","43118.92","45833.77"
"06/01/2024 01:45:00 - 06/01/2024 02:00:00","Germany (DE)","42520.56","45690.16"
"06/01/2024 02:00:00 - 06/01/2024 02:15:00","Germany (DE)","42178.72","45332.52"
"06/01/2024 02:15:00 - 06/01/2024 02:30:00","Germany (DE)","41768.72","44936.98"
"06/01/2024 02:30:00 - 06/01/2024 02:45:00","Germany (DE)","41985.83","44818.80"
"06/01/2024 02:45:00 - 06/01/2024 03:00:00","Germany (DE)","41846.96","44348.65"
"06/01/2024 03:00:00 - 06/01/2024 03:15:00","Germany (DE)","41555.29","44516.96"
"06/01/2024 03:15:00 - 06/01/2024 03:30:00","Germany (DE)","41364.38","44278.96"
"06/01/2024 03:30:00 - 06/01/2024 03:45:00","Germany (DE)","41206.46","44071.83"
"06/01/2024 03:45:00 - 06/01/2024 04:00:00","Germany (DE)","41236.53","44026.24"
"06/01/2024 04:00:00 - 06/01/2024 04:15:00","Germany (DE)","41289.09","44243.62"
"06/01/2024 04:15:00 - 06/01/2024 04:30:00","Germany (DE)","40941.90","44288.47"
"06/01/2024 04:30:00 - 06/01/2024 04:45:00","Germany (DE)","41042.53","44431.35"
"06/01/2024 04:45:00 - 06/01/2024 05:00:00","Germany (DE)","41022.06","44292.57"
"06/01/2024 05:00:00 - 06/01/2024 05:15:00","Germany (DE)","42143.65","44628.35"
"06/01/2024 05:15:00 - 06/01/2024 05:30:00","Germany (DE)","41980.81","44547.31"
"06/01/2024 05:30:00 - 06/01/2024 05:45:00","Germany (DE)","42864.35","44631.16"
"06/01/2024 05:45:00 - 06/01/2024 06:00:00","Germany (DE)","42339.10","44743.61"
"06/01/2024 06:00:00 - 06/01/2024 06:15:00","Germany (DE)","43080.79","45005.52"
"06/01/2024 06:15:00 - 06/01/2024 06:30:00","Germany (DE)","43281.01","45164.44"
"06/01/2024 06:30:00 - 06/01/2024 06:45:00","Germany (DE)","44566.68","45408.58"
"06/01/2024 06:45:00 - 06/01/2024 07:00:00","Germany (DE)","44681.11","45400.47"
"06/01/2024 07:00:00 - 06/01/2024 07:15:00","Germany (DE)","45475.91","45883.17"
"06/01/2024 07:15:00 - 06/01/2024 07:30:00","Germany (DE)","46656.41","46543.91"
"06/01/2024 07:30:00 - 06/01/2024 07:45:00","Germany (DE)","47185.49","47106.86"
"06/01/2024 07:45:00 - 06/01/2024 08:00:00","Germany (DE)","48509.64","47859.02"
"06/01/2024 08:00:00 - 06/01/2024 08:15:00","Germany (DE)","49579.38","49104.17"
"06/01/2024 08:15:00 - 06/01/2024 08:30:00","Germany (DE)","49654.73","50165.33"
"06/01/2024 08:30:00 - 06/01/2024 08:45:00","Germany (DE)","50539.16","50759.32"
"06/01/2024 08:45:00 - 06/01/2024 09:00:00","Germany (DE)","51452.35","51613.80"
"06/01/2024 09:00:00 - 06/01/2024 09:15:00","Germany (DE)","52074.64","52943.29"
"06/01/2024 09:15:00 - 06/01/2024 09:30:00","Germany (DE)","52687.70","53519.17"
"06/01/2024 09:30:00 - 06/01/2024 09:45:00","Germany (DE)","52884.38","54231.07"
"06/01/2024 09:45:00 - 06/01/2024 10:00:00","Germany (DE)","53646.94","55059.12"
"06/01/2024 10:00:00 - 06/01/2024 10:15:00","Germany (DE)","54060.60","55494.71"
"06/01/2024 10:15:00 - 06/01/2024 10:30:00","Germany (DE)","53746.21","55667.66"
"06/01/2024 10:30:00 - 06/01/2024 10:45:00","Germany (DE)","54855.03","56108.36"
"06/01/2024 10:45:00 - 06/01/2024 11:00:00","Germany (DE)","55310.22","56355.72"
"06/01/2024 11:00:00 - 06/01/2024 11:15:00","Germany (DE)","55644.27","57061.65"
"06/01/2024 11:15:00 - 06/01/2024 11:30:00","Germany (DE)","56400.89","57477.13"
"06/01/2024 11:30:00 - 06/01/2024 11:45:00","Germany (DE)","56176.79","57994.31"
"06/01/2024 11:45:00 - 06/01/2024 12:00:00","Germany (DE)","55809.45","58094.12"
"06/01/2024 12:00:00 - 06/01/2024 12:15:00","Germany (DE)","55832.22","58246.25"
"06/01/2024 12:15:00 - 06/01/2024 12:30:00","Germany (DE)","56070.44","58159.67"
"06/01/2024 12:30:00 - 06/01/2024 12:45:00","Germany (DE)","56027.14","57874.47"
"06/01/2024 12:45:00 - 06/01/2024 13:00:00","Germany (DE)","55987.24","57761.87"
"06/01/2024 13:00:00 - 06/01/2024 13:15:00","Germany (DE)","55453.25","57527.07"
"06/01/2024 13:15:00 - 06/01/2024 13:30:00","Germany (DE)","54832.48","57094.00"
"06/01/2024 13:30:00 - 06/01/2024 13:45:00","Germany (DE)","54631.95","56665.65"
"06/01/2024 13:45:00 - 06/01/2024 14:00:00","Germany (DE)","54135.91","56504.32"
"06/01/2024 14:00:00 - 06/01/2024 14:15:00","Germany (DE)","53673.96","56512.82"
"06/01/2024 14:15:00 - 06/01/2024 14:30:00","Germany (DE)","52994.90","56504.18"
"06/01/2024 14:30:00 - 06/01/2024 14:45:00","Germany (DE)","53089.23","56261.48"
"06/01/2024 14:45:00 - 06/01/2024 15:00:00","Germany (DE)","53147.14","56125.50"
"06/01/2024 15:00:00 - 06/01/2024 15:15:00","Germany (DE)","53040.85","56260.70"
"06/01/2024 15:15:00 - 06/01/2024 15:30:00","Germany (DE)","53283.16","56556.21"
"06/01/2024 15:30:00 - 06/01/2024 15:45:00","Germany (DE)","53573.70","56562.29"
"06/01/2024 15:45:00 - 06/01/2024 16:00:00","Germany (DE)","54419.35","56370.37"
"06/01/2024 16:00:00 - 06/01/2024 16:15:00","Germany (DE)","54568.18","56720.39"
"06/01/2024 16:15:00 - 06/01/2024 16:30:00","Germany (DE)","55113.03","56999.74"
"06/01/2024 16:30:00 - 06/01/2024 16:45:00","Germany (DE)","55628.39","57404.15"
"06/01/2024 16:45:00 - 06/01/2024 17:00:00","Germany (DE)","55850.69","57695.07"
"06/01/2024 17:00:00 - 06/01/2024 17:15:00","Germany (DE)","57050.67","58441.69"
"06/01/2024 17:15:00 - 06/01/2024 17:30:00","Germany (DE)","57194.59","59076.32"
"06/01/2024 17:30:00 - 06/01/2024 17:45:00","Germany (DE)","57893.44","59740.25"
"06/01/2024 17:45:00 - 06/01/2024 18:00:00","Germany (DE)","57823.38","59598.71"
"06/01/2024 18:00:00 - 06/01/2024 18:15:00","Germany (DE)","57680.30","59614.07"
"06/01/2024 18:15:00 - 06/01/2024 18:30:00","Germany (DE)","57176.54","59350.43"
"06/01/2024 18:30:00 - 06/01/2024 18:45:00","Germany (DE)","56749.59","59336.32"
